dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,0000305176;25;4;RAE;2;RBF;3;EPSILON_SVR;59,11;59,27;59,24;60,61;1,37;102,32
2;1048576;0,0001220703;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;59,11;59,27;59,24;60,67;1,43;102,41
2;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;59,11;59,27;59,24;60,14;0,9;101,53
2;1048576;4;25;4;RAE;0;Linear;3;EPSILON_SVR;59,11;59,27;59,24;60,67;1,43;102,41
2;1048576;0,0625;25;1;RMSE;2;RBF;3;EPSILON_SVR;59,11;59,27;59,24;59,95;0,71;101,2
2;1048576;0,0000610352;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;59,11;59,27;59,24;60,54;1,3;102,2
2;1048576;1024;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;59,11;59,27;59,24;60,14;0,9;101,53
2;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;59,11;59,27;59,24;60,67;1,43;102,41
2;1048576;0,0625;25;5;COMBINED;2;RBF;3;EPSILON_SVR;59,11;59,27;59,24;59,95;0,71;101,2
2;1048576;0,0001220703;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;59,11;59,27;59,24;60,67;1,43;102,41
2;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;59,11;59,27;59,24;60,14;0,9;101,53
2;1048576;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;59,11;59,27;59,24;60,67;1,43;102,41
3;1048576;0,0078125;25;4;RAE;2;RBF;3;EPSILON_SVR;59,11;60,25;59,27;60,2;0,93;101,57
3;8192;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;59,11;60,25;59,27;59,49;0,22;100,37
3;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;59,11;60,25;59,27;60,59;1,32;102,23
3;0,25;4;25;4;RAE;0;Linear;3;EPSILON_SVR;59,11;60,25;59,27;59,49;0,22;100,37
3;2048;0,0000305176;25;1;RMSE;2;RBF;3;EPSILON_SVR;59,11;60,25;59,27;59,02;0,25;99,58
3;4096;0,0000305176;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;59,11;60,25;59,27;59,02;0,25;99,58
3;1048576;0,0078125;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;59,11;60,25;59,27;60,59;1,32;102,23
3;0,125;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;59,11;60,25;59,27;59,02;0,25;99,58
3;2048;0,0000305176;25;5;COMBINED;2;RBF;3;EPSILON_SVR;59,11;60,25;59,27;59,02;0,25;99,58
3;4096;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;59,11;60,25;59,27;59,02;0,25;99,58
3;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;59,11;60,25;59,27;60,59;1,32;102,23
3;0,125;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;59,11;60,25;59,27;59,02;0,25;99,58
