dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,5;25;4;RAE;2;RBF;3;EPSILON_SVR;7,42;7,36;7,52;7,59;0,07;100,88
2;1024;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;7,42;7,36;7,52;7,58;0,06;100,84
2;1048576;0,0009765625;25;4;RAE;1;Polynomial;3;EPSILON_SVR;7,42;7,36;7,52;7,44;0,08;98,94
2;0,03125;4;25;4;RAE;0;Linear;3;EPSILON_SVR;7,42;7,36;7,52;7,58;0,06;100,84
2;256;0,0004882812;25;1;RMSE;2;RBF;3;EPSILON_SVR;7,42;7,36;7,52;7,56;0,04;100,59
2;1024;0,0000305176;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;7,42;7,36;7,52;7,58;0,06;100,84
2;1048576;0,0009765625;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;7,42;7,36;7,52;7,44;0,08;98,94
2;0,03125;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;7,42;7,36;7,52;7,58;0,06;100,84
2;1048576;0,5;25;5;COMBINED;2;RBF;3;EPSILON_SVR;7,42;7,36;7,52;7,59;0,07;100,88
2;1024;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;7,42;7,36;7,52;7,58;0,06;100,84
2;1048576;0,0009765625;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;7,42;7,36;7,52;7,44;0,08;98,94
2;0,03125;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;7,42;7,36;7,52;7,58;0,06;100,84
2;4096;0,0000305176;35;4;RAE;2;RBF;3;EPSILON_SVR;7,42;7,36;7,52;7,56;0,04;100,52
2;1048576;0,0009765625;35;4;RAE;3;Sigmoid;3;EPSILON_SVR;7,42;7,36;7,52;7,73;0,21;102,74
2;1048576;0,001953125;35;4;RAE;1;Polynomial;3;EPSILON_SVR;7,42;7,36;7,52;7,37;0,15;98,01
2;0,25;4;35;4;RAE;0;Linear;3;EPSILON_SVR;7,42;7,36;7,52;7,56;0,04;100,52
