dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,0078125;25;4;RAE;2;RBF;3;EPSILON_SVR;28,38;29;29;29,33;0,33;101,13
2;8192;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;28,38;29;29;29,3;0,3;101,04
2;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;28,38;29;29;30,54;1,54;105,32
2;0,25;4;25;4;RAE;0;Linear;3;EPSILON_SVR;28,38;29;29;29,3;0,3;101,03
2;1048576;0,0001220703;25;1;RMSE;2;RBF;3;EPSILON_SVR;28,38;29;29;29,96;0,96;103,32
2;1048576;0,0002441406;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;28,38;29;29;30,01;1,01;103,48
2;1048576;1024;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;28,38;29;29;30,54;1,54;105,32
2;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;28,38;29;29;30,01;1,01;103,48
2;16384;0,0000305176;25;5;COMBINED;2;RBF;3;EPSILON_SVR;28,38;29;29;29,37;0,37;101,26
2;1048576;0,0004882812;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;28,38;29;29;30,01;1,01;103,49
2;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;28,38;29;29;30,54;1,54;105,32
2;1;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;28,38;29;29;29,37;0,37;101,27
3;1048576;0,0009765625;25;4;RAE;2;RBF;3;EPSILON_SVR;27,75;28,44;29;27,23;1,77;93,89
3;1048576;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;27,75;28,44;29;27,08;1,92;93,38
3;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;27,75;28,44;29;31,4;2,4;108,27
3;1048576;4;25;4;RAE;0;Linear;3;EPSILON_SVR;27,75;28,44;29;27,08;1,92;93,36
3;1048576;0,0000610352;25;1;RMSE;2;RBF;3;EPSILON_SVR;27,75;28,44;29;27,11;1,89;93,47
3;1048576;0,0002441406;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;27,75;28,44;29;27,08;1,92;93,38
3;1048576;1024;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;27,75;28,44;29;31,4;2,4;108,27
3;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;27,75;28,44;29;27,08;1,92;93,36
3;1048576;0,0000610352;25;5;COMBINED;2;RBF;3;EPSILON_SVR;27,75;28,44;29;27,11;1,89;93,47
3;1048576;0,0000610352;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;27,75;28,44;29;27,08;1,92;93,38
3;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;27,75;28,44;29;31,4;2,4;108,27
3;1048576;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;27,75;28,44;29;27,08;1,92;93,36
