dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,125;25;4;RAE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,1;0;99,98
2;1048576;0,001953125;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,17;0,07;100,63
2;1048576;0,0002441406;25;4;RAE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;10,97;0,13;98,79
2;0,0009765625;4;25;4;RAE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,9
2;1048576;0,25;25;1;RMSE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,93
2;1048576;1024;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,91
2;1048576;0,0002441406;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;10,97;0,13;98,79
2;0,0009765625;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,9
2;1048576;0,25;25;5;COMBINED;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,93
2;1048576;1024;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,91
2;1048576;0,0002441406;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;10,97;0,13;98,79
2;0,0009765625;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,9
2;16;0,015625;35;4;RAE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,17;0,07;100,65
2;8;0,0625;35;4;RAE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,11;0,01;100,13
2;524288;0,0004882812;35;4;RAE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,12;0,02;100,19
2;1;4;35;4;RAE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,57
2;32;0,015625;35;1;RMSE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,17;0,07;100,66
2;16;0,03125;35;1;RMSE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,1;0;100,04
2;1048576;0,0009765625;35;1;RMSE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,88
2;1;4;35;1;RMSE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,57
2;16;0,015625;35;5;COMBINED;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,17;0,07;100,65
2;16;0,03125;35;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,1;0;100,04
2;1048576;0,0004882812;35;5;COMBINED;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,09;0,01;99,87
2;1;4;35;5;COMBINED;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,57
2;1048576;0,125;45;4;RAE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,18;0,08;100,72
2;2048;0,001953125;45;4;RAE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,5
2;1048576;1024;45;4;RAE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,11;0,01;100,05
2;2;4;45;4;RAE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,14;0,04;100,4
2;2048;0,0009765625;45;1;RMSE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,53
2;2048;0,001953125;45;1;RMSE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,5
2;1048576;0,0009765625;45;1;RMSE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,18;0,08;100,75
2;2;4;45;1;RMSE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,14;0,04;100,4
2;256;0,0078125;45;5;COMBINED;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,57
2;2048;0,001953125;45;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,5
2;524288;0,00390625;45;5;COMBINED;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,11;0,01;100,05
2;2;4;45;5;COMBINED;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,14;0,04;100,4
2;32768;0,0000305176;55;4;RAE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,53
2;512;0,0078125;55;4;RAE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,13;0,03;100,31
2;1048576;1024;55;4;RAE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,21;0,11;100,99
2;2;4;55;4;RAE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,16;0,06;100,54
2;1048576;0,0000305176;55;1;RMSE;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,03;0,07;99,38
2;4096;0,0009765625;55;1;RMSE;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,17;0,07;100,66
2;1048576;1024;55;1;RMSE;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,21;0,11;100,99
2;8;4;55;1;RMSE;0;Linear;3;EPSILON_SVR;11;11,06;11,1;11,18;0,08;100,74
2;1048576;0,0000305176;55;5;COMBINED;2;RBF;3;EPSILON_SVR;11;11,06;11,1;11,03;0,07;99,38
2;4096;0,0009765625;55;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;11;11,06;11,1;11,17;0,07;100,66
2;1048576;1024;55;5;COMBINED;1;Polynomial;3;EPSILON_SVR;11;11,06;11,1;11,21;0,11;100,99
