dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,0625;25;4;RAE;2;RBF;3;EPSILON_SVR;25,9;26,36;25,76;26,28;0,52;102,01
2;16384;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;25,9;26,36;25,76;26,11;0,35;101,35
2;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;25,9;26,36;25,76;25,97;0,21;100,83
2;0,5;4;25;4;RAE;0;Linear;3;EPSILON_SVR;25,9;26,36;25,76;26,11;0,35;101,35
2;1048576;0,0002441406;25;1;RMSE;2;RBF;3;EPSILON_SVR;25,9;26,36;25,76;26,33;0,57;102,2
2;1048576;0,0002441406;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;25,9;26,36;25,76;26,29;0,53;102,04
2;1048576;1024;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;25,9;26,36;25,76;25,97;0,21;100,83
2;0,5;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;25,9;26,36;25,76;26,11;0,35;101,35
2;1048576;0,0000610352;25;5;COMBINED;2;RBF;3;EPSILON_SVR;25,9;26,36;25,76;26,27;0,51;101,97
2;16384;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;25,9;26,36;25,76;26,11;0,35;101,35
2;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;25,9;26,36;25,76;25,97;0,21;100,83
2;0,5;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;25,9;26,36;25,76;26,11;0,35;101,35
3;1048576;0,0000610352;25;4;RAE;2;RBF;3;EPSILON_SVR;26,27;26,97;26,36;25,98;0,38;98,54
3;1048576;0,0625;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;26,27;26,97;26,36;316983,95;316957,59;1202518,79
3;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;26,27;26,97;26,36;27,07;0,71;102,7
3;1048576;4;25;4;RAE;0;Linear;3;EPSILON_SVR;26,27;26,97;26,36;25,94;0,42;98,41
3;1048576;0,0004882812;25;1;RMSE;2;RBF;3;EPSILON_SVR;26,27;26,97;26,36;26,21;0,15;99,44
3;1048576;0,0002441406;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;26,27;26,97;26,36;25,94;0,42;98,41
3;1048576;1024;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;26,27;26,97;26,36;27,07;0,71;102,7
3;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;26,27;26,97;26,36;25,94;0,42;98,41
3;1048576;0,0000610352;25;5;COMBINED;2;RBF;3;EPSILON_SVR;26,27;26,97;26,36;25,98;0,38;98,54
3;1048576;0,0001220703;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;26,27;26,97;26,36;25,94;0,42;98,41
3;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;26,27;26,97;26,36;27,07;0,71;102,7
3;1048576;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;26,27;26,97;26,36;25,94;0,42;98,41
