dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;16;0,0625;25;4;RAE;2;RBF;3;EPSILON_SVR;26,37;27,8;27,46;27,55;0,09;100,34
2;32768;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,71
2;1048576;0,001953125;25;4;RAE;1;Polynomial;3;EPSILON_SVR;26,37;27,8;27,46;27,43;0,03;99,87
2;1;4;25;4;RAE;0;Linear;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,71
2;16384;0,0000305176;25;1;RMSE;2;RBF;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,72
2;32768;0,0000305176;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,71
2;1048576;0,001953125;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;26,37;27,8;27,46;27,43;0,03;99,87
2;1;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,71
2;16;0,0625;25;5;COMBINED;2;RBF;3;EPSILON_SVR;26,37;27,8;27,46;27,55;0,09;100,34
2;32768;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,71
2;1048576;0,001953125;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;26,37;27,8;27,46;27,43;0,03;99,87
2;1;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;26,37;27,8;27,46;27,38;0,08;99,71
3;1048576;0,25;25;4;RAE;2;RBF;3;EPSILON_SVR;25,96;26,68;27,8;26,72;1,08;96,11
3;32768;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;25,96;26,68;27,8;27,09;0,71;97,44
3;1048576;0,001953125;25;4;RAE;1;Polynomial;3;EPSILON_SVR;25,96;26,68;27,8;27,15;0,65;97,65
3;1;4;25;4;RAE;0;Linear;3;EPSILON_SVR;25,96;26,68;27,8;27,09;0,71;97,44
3;1048576;0,0000305176;25;1;RMSE;2;RBF;3;EPSILON_SVR;25,96;26,68;27,8;28,07;0,27;100,99
3;1048576;0,0001220703;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;25,96;26,68;27,8;28,08;0,28;101,02
3;1048576;0,001953125;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;25,96;26,68;27,8;27,15;0,65;97,65
3;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;25,96;26,68;27,8;28,08;0,28;101,02
3;16384;0,0000610352;25;5;COMBINED;2;RBF;3;EPSILON_SVR;25,96;26,68;27,8;27,19;0,61;97,79
3;32768;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;25,96;26,68;27,8;27,09;0,71;97,44
3;1048576;0,001953125;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;25,96;26,68;27,8;27,15;0,65;97,65
3;1;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;25,96;26,68;27,8;27,09;0,71;97,44
